470,534,570,635,658,738,776,850
477,543,576,640,660,740,774,846
469,538,572,637,656,735,767,834
429,505,549,616,638,714,737,795
465,531,568,633,656,736,774,847
480,545,578,642,660,741,776,848
468,537,572,636,655,734,763,830
427,504,548,615,638,714,738,797
472,536,571,636,658,739,777,850
477,543,576,640,660,739,774,846
469,537,572,637,655,735,765,834
429,505,548,615,638,714,737,796
467,532,569,634,657,737,775,848
480,544,577,641,660,741,776,847
467,536,571,635,654,733,762,827
427,504,548,615,638,714,738,798
473,537,572,636,659,739,778,851
479,544,577,641,660,740,775,847
467,536,571,636,655,733,763,831
428,504,548,615,638,714,737,796
470,534,570,635,658,738,776,849
480,544,577,641,660,740,775,847
466,535,570,635,652,731,760,825
427,504,548,615,639,715,739,799
475,538,573,637,659,740,778,852
479,544,577,641,660,740,775,846
467,535,571,635,654,733,762,829
427,504,547,615,638,714,737,797
471,535,570,635,658,739,777,850
479,544,577,641,659,740,775,847
465,534,569,634,651,730,758,824
428,504,548,615,639,715,740,800
477,539,573,637,659,740,779,852
478,544,577,641,660,740,775,847
460,530,566,631,648,727,754,818
433,507,549,616,640,716,742,804
474,538,572,637,659,739,778,852
479,544,577,641,660,740,775,847
464,533,568,633,650,730,757,822
428,504,548,615,639,715,740,801
478,541,573,638,659,741,779,853
478,544,577,641,660,740,774,846
458,528,565,630,648,726,753,816
430,505,549,616,641,717,745,808
481,543,576,639,660,742,780,854
478,544,577,641,659,740,773,845
453,524,561,627,645,724,748,810
435,509,552,619,644,721,750,816
483,544,577,641,661,742,780,855
476,543,576,640,659,739,771,842
447,519,558,623,642,721,743,803
441,514,555,622,647,724,756,824
480,543,576,640,660,741,779,852
477,543,576,641,659,739,772,843
451,522,560,626,644,722,747,808
436,510,553,620,645,722,752,818
483,545,577,641,661,742,780,855
476,543,576,640,658,738,771,842
445,518,557,622,641,719,742,802
444,515,556,623,647,726,758,826
480,543,576,640,660,741,778,852
476,543,576,641,659,739,772,843
449,521,559,625,644,722,745,805
439,512,553,621,646,723,754,820
483,545,577,641,661,743,781,854
475,542,576,640,658,738,771,842
443,516,556,621,640,719,741,801
446,516,557,624,648,727,760,829
484,546,578,642,661,743,780,853
473,541,575,639,658,738,770,840
447,519,558,623,642,720,743,803
441,513,554,621,646,724,756,823
483,545,578,641,661,743,780,854
474,541,575,640,658,738,770,841
441,514,554,620,640,718,740,800
448,518,558,625,649,728,762,831
484,546,578,642,661,742,779,852
473,541,574,639,658,737,769,839
445,517,556,622,641,720,742,801
443,514,555,622,647,725,758,826
484,545,578,641,661,742,780,854
474,541,575,640,658,738,770,841
439,513,553,619,639,717,740,799
450,520,559,626,651,729,764,834
484,546,578,642,661,742,779,852
472,540,574,639,657,736,768,838
443,516,555,621,640,718,741,801
445,516,557,623,648,726,759,829
484,546,578,642,661,742,780,854
473,541,574,639,658,738,770,840
437,511,552,619,640,717,739,798
452,522,561,627,652,731,766,836
484,546,579,642,661,742,779,851
471,540,574,639,657,736,768,837
432,508,551,617,639,715,737,796
459,527,565,630,655,734,771,843
480,546,578,642,661,741,777,849
469,538,573,637,655,735,766,834
429,505,549,616,638,714,737,796
467,533,568,634,657,737,775,848
480,545,578,641,660,741,776,847
468,536,571,636,653,732,761,828
427,504,548,615,638,714,738,798
465,531,568,633,656,736,774,847
482,546,578,642,661,741,776,849
469,538,573,637,655,735,765,832
428,505,548,616,638,714,737,796
469,534,569,634,657,738,776,849
480,545,577,641,660,740,775,847
467,535,570,635,652,731,759,826
428,504,548,615,639,715,739,799
468,532,569,634,657,737,775,848
481,546,578,642,661,741,776,849
469,538,571,636,655,734,764,830
428,505,548,615,639,714,738,797
471,535,570,635,658,738,777,850
479,544,577,641,660,740,774,847
466,534,569,634,651,731,758,824
428,504,548,615,637,715,739,800
477,539,573,637,658,740,778,852
477,542,576,640,660,739,774,846
467,535,570,635,654,732,761,828
427,504,547,615,638,714,738,798
472,536,571,636,658,739,777,851
479,544,577,641,660,740,775,847
464,533,568,633,650,730,757,822
428,504,548,615,639,715,740,801
478,540,574,638,659,740,779,853
477,542,576,640,659,739,774,846
466,535,570,634,652,731,760,826
427,503,547,615,638,714,738,799
475,537,572,637,658,739,778,852
479,544,577,641,660,740,774,847
462,531,567,632,649,729,756,820
429,505,548,615,639,716,741,803
479,541,574,638,659,741,780,854
477,543,577,641,659,739,774,846
464,533,569,633,651,730,758,824
428,503,548,615,638,715,739,800
476,539,573,637,658,740,779,852
478,543,577,641,660,740,774,846
461,530,566,631,648,728,754,819
429,505,548,616,639,716,743,806
480,541,575,639,660,741,780,854
478,543,577,641,659,739,774,845
455,525,563,628,646,725,750,813
432,507,550,618,643,720,748,813
483,543,577,640,660,742,780,855
476,543,577,641,659,739,772,844
449,521,559,625,644,722,746,806
438,512,554,621,646,723,754,820
483,545,577,641,661,742,781,855
475,542,576,640,658,738,771,842
443,516,556,622,640,719,741,801
442,513,554,622,645,724,755,822
484,545,578,642,661,743,782,856
477,543,577,641,659,739,772,844
447,520,559,624,643,721,744,804
440,513,555,621,647,724,756,823
484,545,578,642,661,743,781,855
475,542,576,640,658,738,770,842
441,514,554,620,640,718,741,800
443,514,556,622,647,725,757,824
485,546,578,642,662,743,782,856
476,543,576,641,659,739,772,843
446,518,558,623,641,720,743,803
443,515,556,623,647,725,758,826
484,546,578,642,661,743,781,854
474,541,575,640,658,738,770,840
439,513,553,620,641,718,740,799
449,520,559,626,651,730,764,834
480,544,577,641,660,741,778,850
475,542,576,640,658,738,770,841
444,516,556,622,640,719,741,801
445,516,557,624,648,727,760,829
484,546,578,642,661,743,780,854
474,541,575,639,658,738,770,840
437,512,553,619,639,717,739,798
452,522,561,627,652,731,766,836
480,544,577,641,660,741,777,850
474,541,575,640,658,738,770,840
441,514,555,621,640,718,740,800
447,517,558,625,649,728,762,831
482,546,578,642,661,743,780,853
473,541,575,639,658,737,770,839
435,510,552,619,640,716,738,798
454,523,563,629,653,732,768,839
483,546,579,642,661,742,778,851
472,540,574,639,657,737,769,838
439,512,553,619,640,717,740,799
449,519,559,625,650,729,764,833
484,546,579,642,661,742,779,853
473,540,575,639,658,737,769,839
434,509,551,618,640,716,739,797
457,525,564,629,654,733,769,841
483,546,579,642,661,742,778,850
471,539,574,638,656,736,767,836
430,506,550,616,638,715,737,796
464,530,567,633,656,736,773,846
481,545,578,642,661,741,776,848
469,537,572,637,655,734,764,830
428,505,548,615,638,714,738,797
471,535,571,635,658,739,777,850
480,544,577,641,660,740,775,847
466,534,569,634,651,731,759,824
432,506,549,616,640,716,741,801
467,532,569,634,657,737,775,849
480,545,578,641,660,741,776,848
468,536,571,636,654,733,762,829
427,504,548,615,638,714,738,798
473,536,572,636,658,739,777,852
479,544,577,641,660,740,775,847
464,533,568,633,650,730,757,822
432,506,549,616,639,716,741,802
468,534,569,634,657,738,777,850
480,545,578,642,660,740,775,848
467,536,571,635,653,732,761,827
427,504,548,615,639,715,739,799
474,538,572,637,658,740,779,852
479,544,577,641,660,740,775,847
463,532,567,632,649,729,756,821
429,504,548,616,639,716,741,803
473,537,572,636,659,739,778,851
480,545,578,642,660,740,775,848
466,535,570,634,652,731,759,825
428,503,548,615,639,715,740,800
476,539,573,637,659,740,779,852
478,543,577,641,660,740,775,847
461,530,566,631,649,728,755,819
430,505,548,616,640,717,743,806
473,537,572,637,659,740,778,852
480,545,577,642,660,740,775,848
465,533,569,633,651,730,758,823
428,504,548,615,639,715,740,801
478,540,573,638,659,740,780,853
478,544,577,641,660,740,774,847
459,529,565,630,648,727,753,817
430,505,549,616,641,717,744,808
481,542,575,639,660,742,781,855
476,543,576,640,660,739,773,845
463,531,567,632,649,729,756,821
428,504,548,615,639,715,741,803
479,540,574,638,659,741,780,854
478,544,577,641,660,740,774,846
457,527,564,629,648,726,752,815
431,506,549,617,641,718,746,810
482,543,576,640,660,742,781,854
477,543,577,641,660,739,773,844
452,522,561,626,645,723,748,809
436,510,552,619,645,722,752,817
483,545,577,641,661,743,781,855
476,543,576,640,659,738,772,843
446,518,557,623,642,720,743,803
443,515,555,622,647,725,758,826
484,546,578,642,661,743,780,855
474,542,575,639,658,738,770,841
450,521,559,625,644,722,746,806
438,511,553,620,646,723,754,820
483,545,577,641,661,742,781,855
475,542,576,640,659,738,771,842
444,517,556,622,641,719,742,801
446,516,557,623,648,727,760,829
484,546,578,642,661,743,780,854
474,541,576,640,658,737,770,840
447,519,558,624,643,721,744,804
440,513,554,621,646,724,755,823
483,545,578,641,661,743,781,855
475,542,576,640,659,738,771,842
442,515,555,621,641,718,741,801
447,518,558,625,649,728,762,831
484,546,579,642,661,743,780,854
473,541,575,640,657,737,770,840
435,510,552,619,640,717,739,798
449,518,559,625,648,727,761,829
485,547,580,643,662,744,781,856
474,542,576,640,659,738,771,841
439,514,554,620,640,718,740,801
449,519,559,626,651,729,763,834
484,546,579,642,661,743,779,853
473,540,574,639,658,737,769,839
434,509,551,618,640,716,739,797
450,519,559,625,649,728,762,831
485,546,579,643,663,743,781,855
475,542,576,640,658,738,770,841
437,512,553,620,640,717,740,799
451,521,561,627,652,730,765,836
484,546,579,643,661,743,779,852
472,540,574,639,657,737,768,838
432,509,551,618,640,716,738,796
459,526,565,631,655,734,770,842
479,544,576,641,661,741,776,848
473,540,574,639,658,737,769,839
435,510,552,619,640,716,739,798
453,523,562,628,653,731,767,838
483,546,579,642,661,742,779,851
471,540,574,639,657,736,768,837
431,508,550,617,639,715,737,796
461,528,566,632,655,735,772,844
482,545,578,642,661,741,777,849
470,538,573,637,656,735,765,833
427,505,548,616,639,714,737,796
468,533,569,634,657,737,776,849
480,544,578,642,661,740,775,847
467,535,571,635,654,732,761,827
428,504,548,615,639,714,739,799
475,538,572,637,659,739,778,852
479,544,577,641,659,740,774,847
467,536,571,635,655,733,763,830
427,504,548,615,638,714,737,796
470,534,570,635,658,738,777,850
480,544,577,641,660,740,775,847
466,535,570,634,652,731,759,825
428,504,548,615,640,715,739,800
476,539,573,637,658,740,778,853
478,544,577,641,660,740,774,847
466,535,570,635,654,732,761,828
427,503,548,614,638,714,737,798
472,536,571,635,658,739,777,851
479,544,577,641,660,740,775,847
465,533,568,633,651,730,758,823
428,504,548,615,639,715,740,801
478,539,574,638,659,740,779,853
478,543,577,641,660,740,774,847
459,529,565,630,648,727,753,817
433,507,550,616,640,716,742,805
475,538,573,637,660,740,779,853
479,544,577,641,661,740,775,848
464,532,568,632,650,729,756,821
429,504,548,615,639,715,740,803
479,541,574,638,659,740,780,854
478,544,577,640,660,739,774,846
458,527,564,629,648,726,752,815
434,507,550,617,641,717,743,806
477,540,574,638,659,740,779,854
479,544,577,641,661,740,775,847
462,530,567,631,650,728,755,820
429,505,548,615,640,716,742,805
480,541,574,639,660,741,780,854
478,544,577,641,660,740,773,846
456,526,563,628,647,725,750,814
432,506,550,617,642,719,748,812
479,541,574,638,659,740,778,852
479,544,578,641,660,740,774,847
460,529,566,630,649,727,754,817
430,505,548,616,641,717,743,806
481,542,575,639,660,741,780,855
478,544,577,641,660,739,773,845
454,524,562,627,646,724,749,811
434,507,551,619,644,720,749,814
482,544,576,641,661,742,781,855
477,543,576,641,660,739,772,843
449,520,559,625,644,721,744,805
440,513,554,621,646,723,755,822
484,545,578,641,662,743,781,854
475,542,576,640,659,738,771,841
442,515,555,621,641,718,741,800
447,517,558,624,649,727,761,831
484,546,578,642,662,743,780,854
473,541,575,639,659,737,770,840
446,518,557,623,642,720,742,802
442,513,555,622,647,724,757,825
484,546,578,641,662,743,781,854
475,542,575,640,659,738,771,841
440,513,554,620,640,717,740,800
449,519,559,626,650,729,763,833
484,546,579,642,662,743,780,853
473,541,575,639,658,737,769,840
444,516,556,622,641,719,742,801
444,515,556,623,648,726,759,827
484,546,578,642,662,743,781,854
474,541,575,640,659,738,770,841
438,512,553,620,640,717,739,799
451,521,560,627,651,730,765,835
484,546,579,643,662,743,779,852
472,540,574,639,658,737,769,838
442,515,555,621,641,718,741,800
446,517,557,624,649,727,761,830
484,546,579,642,662,743,780,854
474,541,575,640,658,737,770,840
436,510,552,619,641,717,739,798
453,522,562,628,653,731,767,838
483,547,579,642,662,742,779,852
472,540,574,639,658,737,768,838
440,513,554,620,640,718,740,800
448,518,558,625,650,728,763,833
484,546,579,643,662,743,780,853
473,540,575,640,658,737,770,839
434,510,552,619,640,717,739,797
456,524,563,629,654,733,769,840
483,546,579,642,661,742,778,851
471,539,574,638,657,736,768,837
431,507,550,617,639,715,737,796
456,523,562,628,652,731,767,838
486,547,580,643,662,743,780,853
473,540,575,639,658,737,769,839
433,509,551,618,640,716,738,797
458,526,564,630,655,734,770,842
482,546,578,643,661,742,778,851
471,539,574,638,657,736,767,836
429,506,549,616,639,715,737,796
465,531,568,633,657,737,774,847
481,545,578,642,661,741,776,849
467,536,572,636,654,733,763,830
427,504,548,615,639,714,737,798
472,536,571,636,659,739,777,851
479,544,577,641,660,740,775,848
465,534,569,633,651,730,758,823
428,504,548,615,639,715,740,801
478,539,573,638,659,740,779,853
477,543,576,641,659,739,774,846
467,535,571,635,653,732,761,827
427,504,547,614,639,714,738,798
473,537,572,636,659,739,778,851
479,544,577,641,660,740,775,847
464,532,568,632,650,729,756,821
428,504,548,615,639,715,741,802
479,540,574,638,659,741,780,854
477,543,576,640,660,740,774,846
466,534,570,634,652,731,760,825
427,503,547,615,639,714,738,799
475,538,573,637,659,740,779,852
479,544,577,641,660,740,775,847
462,531,567,632,649,728,755,819
429,504,548,615,640,716,742,804
480,541,574,639,660,741,780,854
478,544,577,641,660,740,774,846
464,533,568,633,651,730,758,823
427,503,547,615,639,715,739,800
477,539,573,637,659,740,779,853
479,544,577,641,660,740,775,847
460,529,566,631,650,728,754,818
429,505,547,616,641,717,743,806
481,542,575,639,660,742,780,855
478,543,577,641,659,740,774,846
462,531,567,632,650,729,757,821
427,503,548,615,638,715,740,802
479,540,574,638,659,741,780,854
478,544,577,641,660,740,775,846
459,528,565,630,648,727,753,816
431,505,549,616,641,717,745,809
482,543,576,640,660,742,780,855
478,543,577,641,660,740,773,845
453,523,561,627,646,724,749,810
435,508,551,618,642,719,747,810
482,543,576,640,661,742,781,856
479,544,577,642,660,740,774,847
457,527,564,629,647,726,752,815
432,506,550,617,642,719,747,812
482,543,576,640,660,742,781,855
477,543,576,641,660,740,773,845
451,522,560,626,645,723,747,808
436,510,553,620,646,722,752,819
484,545,578,641,661,743,781,856
476,543,576,641,659,739,772,843
445,517,557,623,641,720,742,802
444,515,556,623,648,726,759,827
484,546,578,642,661,743,781,855
474,542,575,640,658,738,771,841
436,512,553,620,640,717,740,799
451,520,560,626,652,730,765,835
480,544,577,642,660,741,778,851
475,542,575,640,658,738,771,841
442,516,555,621,640,719,741,800
446,517,557,624,649,727,761,830
484,546,579,642,662,743,780,854
474,541,575,639,658,738,770,840
436,511,553,619,639,717,739,798
452,522,562,628,652,731,767,837
480,544,577,641,661,741,777,850
473,541,575,640,658,738,770,841
440,514,554,620,640,718,740,800
448,518,559,625,650,728,763,832
484,546,579,642,661,743,780,854
473,541,575,639,658,737,769,839
434,510,552,618,640,717,739,797
455,524,563,629,653,732,768,840
483,546,579,642,661,742,778,851
471,540,574,638,657,737,768,838
438,512,553,619,639,717,739,799
450,520,560,626,651,730,765,834
484,546,579,642,661,743,780,852
474,541,575,639,657,737,769,839
433,509,551,618,640,716,738,797
458,526,564,630,654,733,770,842
483,546,579,642,661,742,778,851
471,539,574,639,657,736,768,838
436,510,552,619,640,716,739,798
453,521,561,627,652,731,766,836
484,546,579,642,662,743,779,852
472,540,574,639,657,737,768,838
432,508,551,618,639,715,737,797
460,527,565,630,655,734,771,843
482,546,579,642,661,742,777,850
470,538,573,638,656,735,766,834
435,509,552,618,640,717,739,798
454,524,562,628,653,732,768,839
483,547,579,642,661,742,779,852
472,540,574,639,657,736,768,837
431,507,550,617,639,715,737,796
462,529,566,632,656,735,773,845
482,546,578,642,661,742,777,849
469,538,572,637,655,735,765,833
428,505,549,616,638,714,737,796
469,534,570,635,657,738,777,850
480,545,578,642,660,741,775,848
467,535,571,635,653,732,761,826
427,504,548,615,639,715,739,799
475,538,573,637,659,740,779,852
479,544,577,641,660,740,775,847
461,531,567,632,649,729,756,820
429,505,548,615,640,716,742,804
473,537,572,637,659,740,779,852
480,545,578,642,661,741,776,848
466,535,570,634,652,731,759,825
427,504,548,615,639,715,740,800
477,539,573,637,659,740,779,853
479,544,577,641,660,740,775,847
461,530,566,631,649,728,755,819
429,505,549,616,640,717,743,806
475,538,573,637,660,740,778,852
479,545,578,642,661,741,776,848
465,533,569,633,650,730,758,823
428,504,548,616,639,716,740,803
478,540,574,638,659,741,779,854
479,544,577,641,660,740,774,846
459,528,565,630,648,727,753,817
431,506,549,617,640,717,744,808
481,543,575,640,660,742,781,855
477,543,576,641,660,739,773,845
463,531,567,632,650,729,756,820
429,504,548,615,640,716,741,803
479,541,574,638,659,741,780,854
478,544,577,641,660,740,774,846
457,527,565,629,647,726,753,815
431,506,550,617,641,718,747,811
482,543,576,640,661,742,781,855
476,543,576,641,660,739,773,845
461,530,566,631,649,728,755,819
429,505,548,616,640,717,743,805
480,542,575,639,660,741,780,854
478,544,577,641,660,740,774,846
456,526,563,628,646,726,751,813
433,507,550,618,644,720,749,813
482,544,576,640,661,743,781,855
477,543,577,641,659,739,773,844
458,528,565,630,648,727,753,816
430,506,548,616,641,718,745,808
481,542,575,639,660,742,781,855
477,543,577,641,660,740,774,846
454,524,562,627,645,725,750,811
434,508,551,618,644,721,750,815
483,544,577,641,661,743,781,855
477,543,576,641,659,739,773,844
447,520,559,624,643,721,745,804
440,513,555,622,647,724,756,823
484,546,578,642,661,743,781,855
475,542,576,640,658,738,771,842
441,514,555,621,642,718,741,801
447,517,558,625,650,728,762,832
484,546,579,642,662,743,780,854
473,540,575,639,658,738,770,840
435,510,552,619,640,717,739,798
449,519,559,625,649,728,761,829
485,547,579,643,662,744,782,856
475,542,576,640,658,738,771,842
439,513,554,620,640,718,741,800
450,520,560,626,651,730,764,834
484,546,578,642,662,743,780,853
473,541,575,639,657,737,769,839
433,509,551,618,639,716,738,797
451,520,559,625,650,729,763,832
485,547,580,643,662,744,781,856
474,542,576,640,658,738,770,841
437,512,553,619,640,718,740,799
452,521,561,627,652,731,766,836
484,547,579,642,661,742,779,852
472,540,574,639,657,737,769,838
432,508,551,617,639,716,738,797
459,527,565,631,655,734,771,843
480,544,577,641,660,741,776,849
473,540,574,639,657,737,769,838
435,510,552,619,639,717,739,798
454,523,562,628,652,731,767,838
483,546,579,643,661,742,779,852
472,540,574,639,657,736,768,838
431,507,550,617,639,715,737,796
462,529,566,632,656,735,772,844
479,544,577,641,660,741,776,848
472,540,574,639,657,737,769,838
433,509,551,618,639,716,738,797
456,525,563,629,653,732,769,840
483,546,579,642,661,742,778,851
471,539,573,638,657,736,768,835
430,507,549,617,639,715,737,796
463,530,567,633,656,736,773,846
481,545,578,642,661,741,777,849
469,538,573,638,656,736,768,836
432,508,551,617,639,715,737,796
458,526,564,630,654,734,770,842
482,546,578,642,661,742,777,850
470,539,573,638,657,736,767,835
429,506,549,616,638,715,737,796
464,532,568,634,656,737,775,847
480,545,578,641,660,741,776,848
468,537,572,636,654,734,763,829
427,504,548,615,638,714,738,798
472,536,571,636,658,739,778,851
479,544,577,641,660,740,775,847
465,533,569,633,651,730,758,823
428,504,548,615,639,716,741,801
478,540,574,638,659,741,780,853
478,544,577,641,660,740,774,847
459,529,566,630,648,727,753,817
433,507,550,617,640,717,743,805
475,539,573,638,659,740,779,854
479,544,577,641,660,741,776,848
463,532,568,633,650,729,757,822
429,505,548,616,639,716,741,803
479,541,574,639,660,742,780,854
478,544,577,641,660,740,775,846
458,527,564,630,647,727,752,815
434,507,550,617,640,718,744,806
477,540,574,638,659,741,779,854
479,544,577,641,660,741,775,848
462,531,567,632,650,729,756,820
429,505,549,616,640,717,742,805
480,541,575,639,660,741,780,855
478,544,577,641,660,740,774,846
456,526,563,628,647,726,751,814
432,507,550,617,643,719,748,812
479,541,575,639,659,741,779,852
479,545,578,642,660,740,774,846
460,530,566,631,649,728,754,817
430,505,549,616,640,717,744,807
481,542,575,640,661,742,781,855
478,544,577,641,660,740,774,845
454,525,562,627,646,725,750,812
433,508,551,619,643,721,750,815
479,542,575,639,659,741,779,852
479,544,577,642,660,740,774,846
458,528,565,630,648,727,753,816
431,506,549,617,641,718,745,809
482,543,576,640,660,742,781,855
478,544,576,641,659,740,773,845
452,524,561,627,646,724,749,810
435,509,552,620,644,721,751,817
483,545,577,641,661,742,781,855
476,543,576,641,659,739,772,843
456,526,564,629,647,725,751,814
432,506,550,617,642,719,747,812
482,543,576,640,660,742,781,855
477,543,577,641,659,739,773,844
451,522,561,626,645,723,747,808
439,511,553,620,646,722,753,819
484,545,577,641,661,743,781,855
476,543,576,640,659,739,772,842
445,517,557,622,641,719,743,802
444,515,557,623,648,726,759,828
484,546,578,642,662,743,781,855
474,541,575,639,658,738,770,841
438,512,553,619,640,717,740,799
451,521,561,627,651,730,765,835
484,546,579,643,661,742,779,852
472,540,574,639,658,737,769,838
442,515,555,621,640,718,741,801
446,516,557,624,648,727,761,830
484,546,578,642,662,743,780,854
473,541,575,639,658,737,770,840
436,511,552,619,640,717,739,798
454,522,562,628,652,731,767,838
484,546,579,642,661,742,779,852
472,540,574,638,657,737,768,837
440,513,554,620,640,718,740,800
448,518,558,625,650,729,763,832
484,546,578,642,662,743,780,853
473,541,575,639,657,737,769,839
435,510,552,618,640,716,738,797
456,524,563,629,654,732,768,840
483,546,579,642,661,742,778,851
471,539,574,638,657,736,768,837
431,507,550,617,639,715,737,796
455,523,562,628,653,732,767,838
485,548,579,643,662,743,780,853
473,541,575,640,658,737,769,839
433,509,551,618,639,716,738,797
458,526,564,630,655,734,770,842
483,546,578,642,661,742,778,850
470,539,574,638,657,736,767,835
429,506,549,616,639,715,737,796
457,524,563,629,653,732,768,840
484,547,580,643,662,743,779,853
472,540,575,639,658,737,768,838
432,508,551,618,639,715,737,796
460,528,566,631,655,734,772,844
482,546,578,642,661,742,777,850
470,538,573,638,656,735,766,834
429,505,549,616,639,715,737,796
468,533,569,634,657,737,775,848
478,543,577,641,660,740,775,847
470,539,573,638,657,736,767,836
431,507,550,616,639,715,737,796
463,529,567,632,656,735,773,845
482,546,579,642,660,741,777,849
469,538,573,637,655,735,765,832
428,505,549,616,638,714,737,797
469,534,570,635,657,738,776,850
479,545,577,641,660,740,775,848
467,535,570,635,652,732,760,826
428,504,548,615,639,715,739,800
475,538,573,637,659,740,779,852
479,544,577,641,660,740,775,847
